external_ref,oem,model,chemistry,rated_capacity_kwh,nominal_voltage,manufacture_date,source_city,source_state,lat,lng,cycle_count,capacity_now_kwh,avg_temp_c,max_temp_c,thermal_stress_hours,internal_resistance_mohm,ir_growth_pct,coulombic_efficiency,fade_rate,fade_acceleration,cv_phase_fraction,voltage_slope,voltage_variance,discharge_efficiency
BAT-0436,Fleet Operator C (2W),VoltPack-4200,LFP,4.2,52.0,2024-02-15,New Delhi,Delhi,28.6031,77.309,698,3.74,30.3,48.2,6.4,29.3,36.7,0.996,1.667,0.033,0.165,0.11,0.0136,0.9722
BAT-0437,Fleet Operator C (2W),VoltPack-3800,NMC,3.8,52.0,2021-05-16,New Delhi,Delhi,28.4756,77.1914,542,3.21,32.7,39.0,32.2,16.6,19.8,0.9945,3.306,0.014,0.2,0.133,0.0371,0.9624
BAT-0438,Fleet Operator B (2W),VoltPack-4400,NMC,4.4,60.0,2024-03-24,Chennai,Tamil Nadu,13.0952,80.2928,173,4.02,30.3,41.0,11.5,41.2,14.9,0.9968,4.116,0.036,0.148,0.098,0.0145,0.9772
BAT-0439,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,52.0,2024-01-28,Kochi,Kerala,9.8319,76.3009,1068,2.84,30.7,49.3,48.4,22.0,40.8,0.9914,2.277,0.093,0.272,0.181,0.0725,0.942
BAT-0440,Fleet Operator A (2W),VoltPack-3300,LFP,3.3,60.0,2024-04-06,Bengaluru,Karnataka,12.9199,77.7077,1808,1.8,34.4,50.4,110.2,33.4,35.7,0.985,2.498,0.043,0.42,0.28,0.0706,0.9
BAT-0441,Fleet Operator C (2W),VoltPack-3300,LFP,3.3,52.0,2021-06-06,Mumbai,Maharashtra,19.2147,72.7654,1198,2.38,31.2,47.0,50.2,16.2,13.2,0.9906,2.232,0.004,0.291,0.194,0.0434,0.9366
BAT-0442,Fleet Operator B (2W),VoltPack-3900,LFP,3.9,52.0,2022-05-24,Indore,Madhya Pradesh,22.7604,75.7687,995,2.7,31.0,51.9,55.0,27.1,35.2,0.9896,2.916,0.019,0.313,0.209,0.0797,0.9304
BAT-0443,Fleet Operator B (2W),VoltPack-4400,NMC,4.4,48.0,2024-11-27,Kochi,Kerala,9.8385,76.1475,1174,3.03,31.2,45.4,60.6,35.1,53.9,0.9895,3.106,0.063,0.315,0.21,0.0558,0.9297
BAT-0444,Fleet Operator A (2W),VoltPack-3500,LFP,3.5,52.0,2022-02-12,Bengaluru,Karnataka,12.8721,77.671,995,2.36,37.5,65.6,135.6,33.3,40.7,0.9891,3.223,0.01,0.326,0.217,0.0544,0.9267
BAT-0445,Fleet Operator A (2W),VoltPack-3600,NMC,3.6,52.0,2024-11-19,Lucknow,Uttar Pradesh,26.8891,80.8026,1438,2.28,36.1,53.4,85.3,41.3,19.7,0.9877,2.493,0.042,0.358,0.239,0.0684,0.9176
BAT-0446,Fleet Operator A (2W),VoltPack-4200,NMC,4.2,52.0,2023-02-20,Bengaluru,Karnataka,13.0748,77.5543,321,3.82,28.8,43.6,13.6,23.1,13.5,0.9967,3.149,0.017,0.15,0.1,0.018,0.9765
BAT-0447,Fleet Operator B (2W),VoltPack-3200,LCO,3.2,52.0,2023-03-10,Chennai,Tamil Nadu,13.1629,80.3314,808,1.96,35.8,43.6,85.8,22.9,49.3,0.987,4.742,0.06,0.374,0.249,0.0802,0.9131
BAT-0448,Fleet Operator C (2W),VoltPack-3000,NMC,3.0,60.0,2021-04-17,Chennai,Tamil Nadu,13.1707,80.3597,1699,1.86,35.2,44.4,45.9,35.5,34.4,0.9873,1.883,0.024,0.367,0.245,0.0703,0.915
BAT-0449,Fleet Operator A (3W),VoltPack-5900,NMC,5.9,48.0,2022-08-11,Jaipur,Rajasthan,26.8953,75.8254,1830,3.62,33.4,50.1,46.1,33.9,13.3,0.9871,1.803,0.016,0.372,0.248,0.0743,0.9136
BAT-0450,Fleet Operator A (2W),VoltPack-4300,LCO,4.3,52.0,2021-10-17,New Delhi,Delhi,28.5877,77.3256,922,3.64,31.3,47.1,15.2,41.1,11.5,0.9946,1.44,0.029,0.197,0.132,0.0455,0.9631
BAT-0451,Fleet Operator A (2W),VoltPack-3100,LFP,3.1,60.0,2024-03-10,Bengaluru,Karnataka,13.0372,77.7153,454,2.69,33.4,39.5,20.2,40.6,19.2,0.9953,2.368,0.015,0.182,0.121,0.0364,0.9675
BAT-0452,Fleet Operator B (2W),VoltPack-3500,NMC,3.5,48.0,2022-03-19,Chennai,Tamil Nadu,12.9407,80.3849,1479,2.59,31.6,47.5,23.2,42.1,15.9,0.9912,1.626,0.026,0.278,0.185,0.0959,0.9403
BAT-0453,Fleet Operator B (2W),VoltPack-4000,LFP,4.0,48.0,2023-12-14,Kochi,Kerala,9.9825,76.2835,704,2.92,30.7,45.3,56.4,32.3,22.1,0.9908,3.814,0.007,0.285,0.19,0.0722,0.9382
BAT-0454,Fleet Operator A (2W),VoltPack-4300,NMC,4.3,52.0,2023-06-18,Ahmedabad,Gujarat,23.0927,72.4561,1676,2.95,33.8,43.4,28.3,25.8,54.6,0.9894,2.111,0.006,0.318,0.212,0.0729,0.9288
BAT-0455,Fleet Operator B (2W),VoltPack-4100,LCO,4.1,60.0,2023-10-27,Kochi,Kerala,9.8039,76.1961,1493,2.7,34.2,43.7,79.4,18.2,37.1,0.9885,2.363,0.013,0.339,0.226,0.0577,0.9229
BAT-0456,Fleet Operator B (2W),VoltPack-4300,LFP,4.3,60.0,2022-06-28,Hyderabad,Telangana,17.2841,78.4989,1486,3.25,34.5,40.1,50.4,27.0,26.1,0.9917,1.785,0.04,0.266,0.177,0.0338,0.9437
BAT-0457,Fleet Operator B (2W),VoltPack-4300,NMC,4.3,48.0,2021-09-28,New Delhi,Delhi,28.6201,77.2719,793,3.1,35.5,41.7,17.8,36.4,45.4,0.9905,3.606,0.016,0.292,0.195,0.0878,0.9362
BAT-0458,Fleet Operator C (2W),VoltPack-3700,LFP,3.7,52.0,2023-12-22,New Delhi,Delhi,28.5696,77.1146,1572,2.74,34.0,45.9,22.1,22.2,38.6,0.9912,1.415,0.032,0.277,0.185,0.0644,0.9406
BAT-0459,Fleet Operator A (2W),VoltPack-4000,NMC,4.0,60.0,2022-07-24,Pune,Maharashtra,18.418,73.7859,979,2.75,34.3,53.6,64.1,12.8,17.5,0.9895,3.614,0.045,0.317,0.211,0.1221,0.9291
BAT-0460,Fleet Operator C (2W),VoltPack-4200,NMC,4.2,52.0,2022-12-09,Chennai,Tamil Nadu,12.9745,80.276,428,3.29,35.6,42.0,46.9,30.5,32.7,0.9926,5.706,0.03,0.245,0.163,0.06,0.9495
BAT-0461,Fleet Operator B (2W),VoltPack-3900,NMC,3.9,60.0,2024-02-23,Lucknow,Uttar Pradesh,26.9364,80.8689,551,3.69,26.3,38.8,13.9,24.4,6.2,0.9979,1.071,0.002,0.123,0.082,0.0056,0.9843
BAT-0462,Fleet Operator B (3W),VoltPack-7500,LFP,7.5,48.0,2021-02-23,New Delhi,Delhi,28.5171,77.2449,676,5.02,32.8,51.1,86.8,32.9,38.8,0.9889,5.314,0.023,0.33,0.22,0.0623,0.9255
BAT-0463,Fleet Operator A (2W),VoltPack-3700,NMC,3.7,52.0,2021-01-09,Pune,Maharashtra,18.4889,73.892,565,3.17,32.5,44.3,29.3,37.9,35.0,0.995,2.296,0.025,0.19,0.126,0.0222,0.9653
BAT-0464,Fleet Operator B (2W),VoltPack-4300,LFP,4.3,52.0,2023-05-07,Mumbai,Maharashtra,19.1998,72.9419,542,3.17,33.4,40.0,26.2,36.7,21.9,0.9911,3.921,0.008,0.28,0.187,0.0557,0.9396
BAT-0465,Fleet Operator C (2W),VoltPack-3800,LFP,3.8,60.0,2022-07-10,Chennai,Tamil Nadu,13.101,80.4171,454,3.21,28.3,46.3,19.2,44.8,27.2,0.9946,3.582,0.025,0.199,0.133,0.0458,0.9626
BAT-0466,Fleet Operator B (2W),VoltPack-3300,LFP,3.3,60.0,2024-05-10,Hyderabad,Telangana,17.513,78.3443,1582,2.53,29.8,46.8,43.1,40.4,24.4,0.992,1.435,0.029,0.258,0.172,0.0371,0.9459
BAT-0467,Fleet Operator A (4W),VoltPack-33600,NMC,33.6,96.0,2021-10-04,Jaipur,Rajasthan,26.8411,75.771,1599,21.17,32.1,44.9,47.4,25.8,31.8,0.9876,2.318,0.114,0.36,0.24,0.0796,0.917
BAT-0468,Fleet Operator A (4W),VoltPack-25200,NMC,25.2,96.0,2024-02-21,New Delhi,Delhi,28.5078,77.1465,1228,15.39,37.3,48.9,76.7,24.8,52.6,0.987,2.673,0.004,0.375,0.25,0.117,0.9129
BAT-0469,Fleet Operator A (2W),VoltPack-3800,NMC,3.8,52.0,2023-06-22,Nagpur,Maharashtra,21.2429,79.1635,912,2.96,33.9,42.5,35.1,21.8,34.5,0.9924,2.75,0.022,0.248,0.166,0.0489,0.9486
BAT-0470,Fleet Operator B (3W),VoltPack-7100,LFP,7.1,60.0,2021-02-21,Jaipur,Rajasthan,26.8873,75.7918,746,6.2,31.3,43.2,17.5,14.2,16.6,0.9955,1.614,0.017,0.177,0.118,0.0221,0.9688
BAT-0471,Fleet Operator C (2W),VoltPack-3600,NMC,3.6,60.0,2022-12-12,Kochi,Kerala,9.9314,76.3888,483,2.83,29.3,45.9,55.9,19.4,19.8,0.9927,5.278,0.036,0.243,0.162,0.0577,0.9501
BAT-0472,Fleet Operator C (2W),VoltPack-4100,NMC,4.1,52.0,2023-11-02,Ahmedabad,Gujarat,23.1567,72.4356,938,3.18,34.4,52.5,40.0,13.2,29.0,0.9923,2.227,0.016,0.251,0.167,0.0637,0.9479
BAT-0473,Fleet Operator C (2W),VoltPack-3500,LFP,3.5,48.0,2022-07-26,Jaipur,Rajasthan,26.7737,75.7688,365,3.27,29.5,38.6,7.8,21.3,15.8,0.9975,1.473,0.021,0.132,0.088,0.0083,0.9815
BAT-0474,Fleet Operator B (2W),VoltPack-3500,LFP,3.5,60.0,2023-01-15,Hyderabad,Telangana,17.2677,78.5832,408,2.74,29.1,47.2,34.7,43.5,47.7,0.9925,4.944,0.084,0.246,0.164,0.0573,0.9493
BAT-0475,Fleet Operator C (2W),VoltPack-3400,NMC,3.4,52.0,2023-05-17,Mumbai,Maharashtra,18.9627,72.9735,354,2.89,29.3,46.4,12.7,28.7,19.3,0.9948,4.697,0.003,0.195,0.13,0.0266,0.9638
BAT-0476,Fleet Operator B (2W),VoltPack-3300,NMC,3.3,60.0,2023-06-28,Mumbai,Maharashtra,19.0161,72.9174,659,2.5,32.7,40.4,16.0,15.1,15.4,0.9917,3.209,0.04,0.265,0.177,0.064,0.9438
BAT-0477,Fleet Operator A (2W),VoltPack-3200,NMC,3.2,48.0,2024-08-10,Hyderabad,Telangana,17.4717,78.5535,467,2.79,34.0,41.6,19.1,28.6,36.1,0.9955,2.909,0.02,0.178,0.119,0.0219,0.9686
BAT-0478,Fleet Operator C (2W),VoltPack-3700,NMC,3.7,52.0,2024-07-09,Ahmedabad,Gujarat,23.0498,72.5586,794,2.27,35.1,45.3,67.9,24.6,27.6,0.987,4.725,0.019,0.373,0.249,0.1322,0.9133
BAT-0479,Fleet Operator A (2W),VoltPack-3700,NMC,3.7,52.0,2021-10-27,Pune,Maharashtra,18.6241,73.7488,1289,2.49,34.3,41.5,46.9,29.0,30.0,0.989,2.292,0.038,0.327,0.218,0.077,0.9262
BAT-0480,Fleet Operator B (2W),VoltPack-3600,NMC,3.6,60.0,2023-09-07,Mumbai,Maharashtra,18.9701,72.9778,1081,2.46,36.9,46.6,43.1,13.9,79.1,0.9893,3.184,0.031,0.32,0.213,0.0664,0.9283
BAT-0481,Fleet Operator B (2W),VoltPack-3200,NMC,3.2,52.0,2024-05-09,Chennai,Tamil Nadu,13.1128,80.1222,632,2.49,29.0,45.0,27.0,21.4,54.0,0.9924,3.245,0.116,0.248,0.166,0.0773,0.9486
BAT-0482,Fleet Operator C (2W),VoltPack-3900,LFP,3.9,60.0,2024-01-25,Pune,Maharashtra,18.5528,73.7579,1650,2.0,33.1,49.8,54.8,34.4,45.5,0.985,2.481,0.013,0.42,0.28,0.1205,0.9
BAT-0483,Fleet Operator B (2W),VoltPack-3400,LFP,3.4,52.0,2024-12-17,Mumbai,Maharashtra,19.1996,72.784,904,1.56,38.8,49.8,48.3,36.3,56.9,0.985,5.037,0.004,0.42,0.28,0.1612,0.9
BAT-0484,Fleet Operator B (2W),VoltPack-3600,NMC,3.6,60.0,2023-01-24,Pune,Maharashtra,18.5081,73.7953,1461,2.79,32.1,40.8,38.6,40.4,16.6,0.9923,1.661,0.039,0.251,0.168,0.0583,0.9478
BAT-0485,Fleet Operator C (2W),VoltPack-3500,LFP,3.5,52.0,2022-05-19,Hyderabad,Telangana,17.3469,78.5718,1530,2.16,33.1,46.0,36.6,39.9,40.2,0.9872,2.449,0.031,0.37,0.246,0.1099,0.9143
BAT-0486,Fleet Operator A (2W),VoltPack-4400,NMC,4.4,52.0,2023-06-28,Hyderabad,Telangana,17.2796,78.4253,423,4.07,28.1,36.9,11.0,22.5,5.4,0.9972,1.966,0.042,0.139,0.092,0.0124,0.9797
BAT-0487,Fleet Operator C (2W),VoltPack-3900,NMC,3.9,52.0,2022-02-24,Ahmedabad,Gujarat,22.9027,72.5366,1225,3.05,30.6,40.7,20.9,24.6,25.3,0.9926,1.424,0.044,0.245,0.164,0.0336,0.9495
BAT-0488,Fleet Operator A (3W),VoltPack-5700,LFP,5.7,48.0,2024-03-14,Bengaluru,Karnataka,12.9745,77.4829,899,4.36,34.3,46.3,58.8,25.5,13.7,0.992,2.357,0.011,0.259,0.173,0.0756,0.9456
BAT-0489,Fleet Operator C (2W),VoltPack-3500,NMC,3.5,48.0,2021-07-28,Jaipur,Rajasthan,26.9212,75.9196,1166,2.33,33.9,43.2,56.1,36.0,54.6,0.9887,2.944,0.037,0.333,0.222,0.058,0.9245
BAT-0490,Fleet Operator A (2W),VoltPack-4200,LFP,4.2,48.0,2024-08-03,Nagpur,Maharashtra,21.1871,78.9522,1247,3.26,31.9,44.7,22.4,17.6,49.4,0.9923,1.909,0.019,0.251,0.167,0.0639,0.9479
BAT-0491,Fleet Operator A (2W),VoltPack-3300,NMC,3.3,52.0,2023-11-27,Pune,Maharashtra,18.388,73.9112,810,2.22,34.3,44.5,84.2,20.8,38.8,0.989,3.708,0.021,0.327,0.218,0.1029,0.9263
BAT-0492,Fleet Operator A (2W),VoltPack-3600,LFP,3.6,52.0,2021-01-09,New Delhi,Delhi,28.5259,77.2639,677,3.09,33.5,45.6,32.5,23.8,8.3,0.9951,2.321,0.003,0.188,0.125,0.0213,0.9658
BAT-0493,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,48.0,2021-08-19,Pune,Maharashtra,18.5576,73.8306,1085,2.92,30.7,43.2,18.1,23.5,34.9,0.9921,2.543,0.066,0.257,0.171,0.0479,0.9462
BAT-0494,Fleet Operator A (2W),VoltPack-3400,LCO,3.4,60.0,2022-05-11,Hyderabad,Telangana,17.3832,78.3561,1534,1.53,38.0,48.1,96.2,34.8,37.0,0.985,3.672,0.033,0.42,0.28,0.1453,0.9
BAT-0495,Fleet Operator A (2W),VoltPack-3800,NMC,3.8,48.0,2023-09-09,Ahmedabad,Gujarat,23.0337,72.56,1855,1.78,35.9,48.6,65.1,37.2,40.5,0.985,2.322,0.042,0.42,0.28,0.0788,0.9
BAT-0496,Fleet Operator A (2W),VoltPack-3600,NMC,3.6,60.0,2021-10-02,New Delhi,Delhi,28.7467,77.2688,1298,2.88,35.3,59.5,121.0,37.6,23.4,0.9931,1.362,0.043,0.233,0.156,0.0315,0.9528
BAT-0497,Fleet Operator C (2W),VoltPack-3800,LCO,3.8,60.0,2024-10-15,Lucknow,Uttar Pradesh,26.8992,80.8901,1073,2.39,30.3,52.6,80.7,42.3,15.9,0.9876,2.893,0.035,0.36,0.24,0.0922,0.9169
BAT-0498,Fleet Operator B (4W),VoltPack-35900,NMC,35.9,96.0,2024-03-24,Bengaluru,Karnataka,13.0567,77.7218,1172,24.03,37.6,50.3,78.8,30.7,35.5,0.9889,2.779,0.031,0.33,0.22,0.0595,0.9254
BAT-0499,Fleet Operator B (2W),VoltPack-3100,NMC,3.1,52.0,2024-09-09,Chennai,Tamil Nadu,13.063,80.1385,308,2.51,30.0,43.2,10.6,25.2,27.4,0.9935,5.264,0.01,0.224,0.15,0.0588,0.9554
BAT-0500,Fleet Operator A (2W),VoltPack-3400,LFP,3.4,52.0,2023-08-11,Pune,Maharashtra,18.6485,73.8344,1533,2.57,34.8,41.0,45.5,14.8,37.0,0.9917,1.385,0.007,0.266,0.177,0.0855,0.9436
BAT-0501,Fleet Operator A (3W),VoltPack-6500,NMC,6.5,48.0,2024-02-24,Jaipur,Rajasthan,27.0262,75.9223,1761,4.36,37.0,40.8,56.2,37.0,10.2,0.9889,1.795,0.043,0.33,0.22,0.0839,0.9255
BAT-0502,Fleet Operator B (2W),VoltPack-4100,NMC,4.1,52.0,2024-01-06,Hyderabad,Telangana,17.4083,78.3833,908,3.32,33.3,48.9,5.2,35.9,15.2,0.9935,1.927,0.039,0.225,0.15,0.0546,0.9553
BAT-0503,Fleet Operator A (2W),VoltPack-3500,LFP,3.5,52.0,2022-07-16,Ahmedabad,Gujarat,22.8962,72.4702,793,2.98,32.6,49.1,33.8,25.1,15.2,0.9948,1.73,0.041,0.194,0.129,0.0468,0.9642
BAT-0504,Fleet Operator B (2W),VoltPack-3300,LCO,3.3,52.0,2023-03-28,Hyderabad,Telangana,17.3285,78.3672,1411,2.37,35.4,40.2,22.9,15.0,44.1,0.9905,1.769,0.01,0.294,0.196,0.0601,0.9358
BAT-0505,Fleet Operator A (2W),VoltPack-3400,LFP,3.4,52.0,2023-11-04,Lucknow,Uttar Pradesh,26.6998,81.089,1049,2.19,35.9,42.2,35.3,18.7,22.9,0.988,3.6,0.041,0.35,0.233,0.1297,0.9199
BAT-0506,Fleet Operator C (2W),VoltPack-3400,NMC,3.4,48.0,2022-01-09,Hyderabad,Telangana,17.5109,78.435,1265,2.59,33.9,48.6,22.4,12.6,27.3,0.9919,1.678,0.039,0.26,0.174,0.0354,0.9452
BAT-0507,Fleet Operator B (2W),VoltPack-3900,LFP,3.9,52.0,2021-10-06,New Delhi,Delhi,28.5501,77.2855,824,3.15,28.3,44.4,18.1,22.3,37.7,0.9934,1.947,0.042,0.226,0.151,0.0364,0.955
BAT-0508,Fleet Operator B (2W),VoltPack-3400,NMC,3.4,48.0,2021-10-16,Hyderabad,Telangana,17.4809,78.4815,1399,1.94,35.0,43.7,63.3,42.6,56.8,0.9857,2.54,0.018,0.404,0.269,0.1438,0.9045
BAT-0509,Fleet Operator B (2W),VoltPack-3300,NMC,3.3,52.0,2023-06-19,Mumbai,Maharashtra,19.0181,72.8075,1287,2.28,30.5,51.8,52.7,44.9,16.9,0.9896,2.755,0.102,0.315,0.21,0.0795,0.9298
BAT-0510,Fleet Operator B (2W),VoltPack-3400,NMC,3.4,60.0,2021-11-01,Hyderabad,Telangana,17.31,78.354,445,2.88,33.3,49.7,27.2,29.8,17.7,0.9946,3.788,0.001,0.198,0.132,0.0284,0.9628
BAT-0511,Fleet Operator C (2W),VoltPack-3800,NMC,3.8,52.0,2021-05-17,Pune,Maharashtra,18.4301,73.7086,1705,2.17,31.4,49.7,84.7,30.4,35.7,0.9856,2.558,0.088,0.405,0.27,0.1181,0.9042
BAT-0512,Fleet Operator B (2W),VoltPack-4100,LFP,4.1,52.0,2022-01-27,Mumbai,Maharashtra,19.0016,72.9098,1735,2.31,34.6,52.9,111.8,38.4,25.9,0.9855,2.801,0.041,0.409,0.273,0.0823,0.903
BAT-0513,Fleet Operator A (2W),VoltPack-3100,NMC,3.1,60.0,2023-05-09,New Delhi,Delhi,28.6644,77.1064,875,2.58,33.7,40.3,5.9,16.7,37.1,0.9942,1.8,0.041,0.208,0.138,0.0566,0.9601
BAT-0514,Fleet Operator A (2W),VoltPack-3700,LFP,3.7,52.0,2022-07-06,Mumbai,Maharashtra,19.0328,72.7661,1476,2.65,31.9,52.6,52.0,31.3,13.7,0.9904,1.624,0.028,0.296,0.197,0.0953,0.9351
BAT-0515,Fleet Operator B (4W),VoltPack-27400,LFP,27.4,96.0,2023-02-02,Mumbai,Maharashtra,19.1289,72.767,886,16.98,38.0,42.2,42.9,12.8,35.6,0.9873,3.964,0.099,0.368,0.245,0.09,0.9148
BAT-0516,Fleet Operator B (2W),VoltPack-4100,NMC,4.1,48.0,2023-04-20,Chennai,Tamil Nadu,12.9834,80.2183,1312,3.23,34.1,49.6,33.2,33.0,40.2,0.9927,1.856,0.105,0.242,0.161,0.0679,0.9505
BAT-0517,Fleet Operator C (2W),VoltPack-4200,LCO,4.2,52.0,2021-05-26,Bengaluru,Karnataka,12.9197,77.5693,515,3.48,30.3,46.2,33.7,42.8,26.0,0.994,3.002,0.022,0.212,0.141,0.0567,0.9589
BAT-0518,Fleet Operator A (2W),VoltPack-3800,NMC,3.8,48.0,2021-12-16,Kochi,Kerala,9.8546,76.1759,1053,2.47,33.4,50.9,64.5,27.7,25.8,0.9883,3.538,0.024,0.345,0.23,0.0531,0.9213
BAT-0519,Fleet Operator B (2W),VoltPack-3300,LCO,3.3,60.0,2021-11-13,Hyderabad,Telangana,17.2753,78.5726,1411,2.09,36.8,40.2,78.7,38.1,51.9,0.9877,2.832,0.032,0.358,0.239,0.0816,0.9175
BAT-0520,Fleet Operator B (2W),VoltPack-4100,NMC,4.1,60.0,2022-12-07,Pune,Maharashtra,18.5807,73.9586,390,3.49,30.7,40.2,22.9,43.1,32.7,0.9948,4.257,0.02,0.193,0.129,0.0252,0.9642
BAT-0521,Fleet Operator B (2W),VoltPack-3700,LFP,3.7,60.0,2022-07-24,New Delhi,Delhi,28.7257,77.0982,1054,2.54,31.0,53.9,66.3,21.0,42.7,0.9895,2.886,0.02,0.317,0.211,0.1124,0.9291
BAT-0522,Fleet Operator C (3W),VoltPack-7300,LFP,7.3,60.0,2021-05-20,Chennai,Tamil Nadu,13.1856,80.2512,369,6.35,32.7,45.1,35.0,18.9,30.7,0.9954,3.325,0.01,0.18,0.12,0.0379,0.968
BAT-0523,Fleet Operator C (3W),VoltPack-7000,NMC,7.0,60.0,2021-12-05,Lucknow,Uttar Pradesh,26.8236,81.0924,1179,3.93,37.9,45.2,42.0,19.1,53.1,0.9854,3.416,0.032,0.412,0.275,0.1098,0.9023
BAT-0524,Fleet Operator B (2W),VoltPack-3600,NMC,3.6,60.0,2024-08-08,Chennai,Tamil Nadu,12.9668,80.3657,953,2.76,35.8,52.3,54.1,23.6,30.8,0.992,2.386,0.018,0.258,0.172,0.0656,0.9458
BAT-0525,Fleet Operator C (2W),VoltPack-3200,LCO,3.2,60.0,2023-02-08,Indore,Madhya Pradesh,22.7814,75.9571,435,2.47,30.3,46.9,37.6,35.0,43.0,0.9922,4.669,0.007,0.254,0.169,0.0633,0.9471
BAT-0526,Fleet Operator B (3W),VoltPack-5100,LFP,5.1,48.0,2022-11-07,Pune,Maharashtra,18.3897,73.9659,1581,3.71,36.0,53.7,49.8,19.9,68.6,0.9908,1.816,0.012,0.287,0.191,0.0816,0.9376
BAT-0527,Fleet Operator B (4W),VoltPack-37000,NMC,37.0,96.0,2022-07-19,Bengaluru,Karnataka,12.971,77.6281,1044,22.83,30.6,50.9,49.4,33.8,46.2,0.9872,3.008,0.013,0.37,0.246,0.057,0.9143
BAT-0528,Fleet Operator A (2W),VoltPack-3800,NMC,3.8,60.0,2023-09-03,Lucknow,Uttar Pradesh,26.9501,80.9394,1560,2.45,34.3,51.6,69.3,26.0,10.2,0.9881,2.539,0.031,0.349,0.233,0.0684,0.9201
BAT-0529,Fleet Operator B (2W),VoltPack-4000,NMC,4.0,52.0,2024-11-24,Mumbai,Maharashtra,19.1082,72.7418,358,3.38,33.1,41.5,22.7,22.5,18.9,0.9946,4.632,0.019,0.199,0.133,0.0487,0.9625
BAT-0530,Fleet Operator B (2W),VoltPack-3300,NMC,3.3,60.0,2023-05-19,Bengaluru,Karnataka,13.0724,77.6158,1901,1.89,31.4,42.9,78.8,42.2,20.8,0.9858,2.529,0.044,0.403,0.268,0.0701,0.9049
BAT-0531,Fleet Operator C (2W),VoltPack-4100,LCO,4.1,60.0,2023-08-01,New Delhi,Delhi,28.5836,77.134,410,3.43,32.7,50.0,30.4,23.5,20.6,0.9943,3.961,0.005,0.205,0.136,0.0452,0.961
BAT-0532,Fleet Operator A (2W),VoltPack-3700,NMC,3.7,60.0,2022-10-03,Jaipur,Rajasthan,27.034,75.6965,1298,2.46,35.2,52.7,31.0,26.6,18.7,0.9888,2.655,0.017,0.333,0.222,0.0617,0.9247
BAT-0533,Fleet Operator B (2W),VoltPack-4000,LFP,4.0,48.0,2024-11-17,Lucknow,Uttar Pradesh,26.9197,80.8386,182,3.7,29.2,38.4,6.2,44.5,14.6,0.9972,3.345,0.012,0.139,0.092,0.0102,0.9797
BAT-0534,Fleet Operator A (2W),VoltPack-3500,LFP,3.5,52.0,2024-11-22,Bengaluru,Karnataka,12.832,77.5391,1802,2.76,37.9,46.3,61.5,32.6,69.3,0.9927,1.353,0.002,0.242,0.161,0.0406,0.9504
BAT-0535,Fleet Operator B (2W),VoltPack-3900,NMC,3.9,52.0,2023-05-25,Chennai,Tamil Nadu,13.1782,80.3376,968,3.05,31.7,43.2,48.5,18.1,43.8,0.9925,2.482,0.037,0.246,0.164,0.034,0.9493
BAT-0536,Fleet Operator C (2W),VoltPack-4100,NMC,4.1,60.0,2021-03-20,Bengaluru,Karnataka,13.102,77.733,1535,2.94,31.3,44.5,47.9,42.6,54.9,0.9904,1.801,0.019,0.294,0.196,0.067,0.9356
BAT-0537,Fleet Operator A (2W),VoltPack-3400,NMC,3.4,60.0,2022-07-06,Hyderabad,Telangana,17.3997,78.4008,1837,2.23,34.9,53.3,72.2,26.1,24.7,0.9884,1.968,0.011,0.342,0.228,0.0635,0.9222
BAT-0538,Fleet Operator B (4W),VoltPack-36600,LFP,36.6,96.0,2023-04-28,Ahmedabad,Gujarat,23.1486,72.5387,637,28.36,34.4,47.8,53.0,29.9,41.5,0.9923,4.041,0.084,0.251,0.168,0.0397,0.9478
BAT-0539,Fleet Operator C (2W),VoltPack-3400,NMC,3.4,52.0,2023-12-03,Chennai,Tamil Nadu,12.9685,80.1361,1126,2.69,31.1,43.3,14.6,20.6,39.4,0.9929,2.067,0.079,0.238,0.159,0.0304,0.9515
BAT-0540,Fleet Operator B (2W),VoltPack-4100,NMC,4.1,48.0,2022-06-27,Mumbai,Maharashtra,19.0377,72.8654,525,2.97,34.3,50.9,49.9,30.7,45.1,0.9907,5.94,0.067,0.289,0.193,0.0698,0.937
BAT-0541,Fleet Operator C (2W),VoltPack-4300,NMC,4.3,48.0,2023-01-25,Pune,Maharashtra,18.5536,73.8975,577,3.19,30.0,44.5,52.5,25.4,17.8,0.9912,4.75,0.011,0.276,0.184,0.0558,0.9407
BAT-0542,Fleet Operator C (2W),VoltPack-3400,NMC,3.4,52.0,2021-06-21,Bengaluru,Karnataka,12.9983,77.5784,287,3.11,30.1,36.5,3.5,44.3,7.4,0.9968,2.761,0.023,0.147,0.098,0.0116,0.9774
BAT-0543,Fleet Operator B (2W),VoltPack-4300,NMC,4.3,52.0,2022-02-07,Mumbai,Maharashtra,19.0231,72.9083,292,4.0,26.9,41.3,6.9,23.6,8.4,0.9973,2.526,0.014,0.136,0.09,0.0109,0.9806
BAT-0544,Fleet Operator B (2W),VoltPack-4300,NMC,4.3,52.0,2021-11-02,Pune,Maharashtra,18.626,73.7555,1294,2.93,30.3,45.7,68.9,13.7,33.7,0.9893,2.09,0.11,0.321,0.214,0.0495,0.928
